"","lat","lon"
"10182",48.8321312223481,2.34829833701794
"10171",48.8321312223481,2.34897877327743
"10236",48.8321312223481,2.34965920953691
"10283",48.8321312223481,2.35033964579639
"10291",48.8321312223481,2.35102008205587
"10378",48.8321312223481,2.35170051831535
"10383",48.8321312223481,2.35238095457483
"10198",48.8321312223481,2.35306139083431
"10206",48.8321312223481,2.35374182709379
"10389",48.8321312223481,2.35442226335327
"10263",48.8325811112255,2.34693746449898
"10277",48.8325811112255,2.34761790075846
"10174",48.8325811112255,2.34829833701794
"10214",48.8325811112255,2.34897877327743
"10345",48.8325811112255,2.34965920953691
"10216",48.8325811112255,2.35033964579639
"10305",48.8325811112255,2.35102008205587
"10406",48.8325811112255,2.35170051831535
"10372",48.8325811112255,2.35238095457483
"10187",48.8325811112255,2.35306139083431
"10194",48.8325811112255,2.35374182709379
"10296",48.8325811112255,2.35442226335327
"10347",48.8325811112255,2.35510269961275
"10487",48.8325811112255,2.35578313587223
"10292",48.833031000103,2.3462570282395
"10343",48.833031000103,2.34693746449898
"10318",48.833031000103,2.34761790075846
"10167",48.833031000103,2.34829833701794
"10189",48.833031000103,2.34897877327743
"10306",48.833031000103,2.34965920953691
"10218",48.833031000103,2.35033964579639
"10279",48.833031000103,2.35102008205587
"10407",48.833031000103,2.35170051831535
"10341",48.833031000103,2.35238095457483
"10172",48.833031000103,2.35306139083431
"10400",48.833031000103,2.35374182709379
"10244",48.833031000103,2.35442226335327
"10335",48.833031000103,2.35510269961275
"10488",48.833031000103,2.35578313587223
"10519",48.833031000103,2.35646357213171
"10268",48.8334808889804,2.34557659198002
"10467",48.8334808889804,2.3462570282395
"10262",48.8334808889804,2.34693746449898
"10184",48.8334808889804,2.34761790075846
"10230",48.8334808889804,2.34829833701794
"10176",48.8334808889804,2.34897877327743
"10267",48.8334808889804,2.34965920953691
"10193",48.8334808889804,2.35033964579639
"10241",48.8334808889804,2.35102008205587
"10435",48.8334808889804,2.35170051831535
"10303",48.8334808889804,2.35238095457483
"10229",48.8334808889804,2.35306139083431
"10415",48.8334808889804,2.35374182709379
"10370",48.8334808889804,2.35442226335327
"10376",48.8334808889804,2.35510269961275
"10489",48.8334808889804,2.35578313587223
"10254",48.8334808889804,2.35646357213171
"10356",48.8334808889804,2.3571440083912
"10266",48.8339307778579,2.34489615572054
"10253",48.8339307778579,2.34557659198002
"10411",48.8339307778579,2.3462570282395
"10261",48.8339307778579,2.34693746449898
"10173",48.8339307778579,2.34761790075846
"10217",48.8339307778579,2.34829833701794
"10204",48.8339307778579,2.34897877327743
"10322",48.8339307778579,2.34965920953691
"10208",48.8339307778579,2.35033964579639
"10309",48.8339307778579,2.35102008205587
"10379",48.8339307778579,2.35170051831535
"10332",48.8339307778579,2.35238095457483
"10245",48.8339307778579,2.35306139083431
"10401",48.8339307778579,2.35374182709379
"10330",48.8339307778579,2.35442226335327
"10390",48.8339307778579,2.35510269961275
"10441",48.8339307778579,2.35578313587223
"10240",48.8339307778579,2.35646357213171
"10524",48.8339307778579,2.3571440083912
"10499",48.8339307778579,2.35782444465068
"10501",48.8339307778579,2.35850488091016
"10599",48.8339307778579,2.35918531716964
"10614",48.8339307778579,2.35986575342912
"10252",48.8343806667353,2.34489615572054
"10348",48.8343806667353,2.34557659198002
"10452",48.8343806667353,2.3462570282395
"10298",48.8343806667353,2.34693746449898
"10185",48.8343806667353,2.34761790075846
"10180",48.8343806667353,2.34829833701794
"10385",48.8343806667353,2.34897877327743
"10243",48.8343806667353,2.34965920953691
"10186",48.8343806667353,2.35033964579639
"10433",48.8343806667353,2.35102008205587
"10339",48.8343806667353,2.35170051831535
"10251",48.8343806667353,2.35238095457483
"10233",48.8343806667353,2.35306139083431
"10373",48.8343806667353,2.35374182709379
"10290",48.8343806667353,2.35442226335327
"10515",48.8343806667353,2.35510269961275
"10388",48.8343806667353,2.35578313587223
"10255",48.8343806667353,2.35646357213171
"10611",48.8343806667353,2.3571440083912
"10583",48.8343806667353,2.35782444465068
"10529",48.8343806667353,2.35850488091016
"10445",48.8343806667353,2.35918531716964
"10628",48.8343806667353,2.35986575342912
"10562",48.8343806667353,2.3605461896886
"10601",48.8343806667353,2.36122662594808
"10758",48.8348305556128,2.33468961182833
"10684",48.8348305556128,2.33537004808781
"10696",48.8348305556128,2.33605048434729
"10710",48.8348305556128,2.33673092060677
"10750",48.8348305556128,2.33741135686625
"10634",48.8348305556128,2.33809179312573
"10652",48.8348305556128,2.33877222938521
"10649",48.8348305556128,2.33945266564469
"10464",48.8348305556128,2.34421571946106
"10294",48.8348305556128,2.34489615572054
"10333",48.8348305556128,2.34557659198002
"10436",48.8348305556128,2.3462570282395
"10232",48.8348305556128,2.34693746449898
"10264",48.8348305556128,2.34761790075846
"10203",48.8348305556128,2.34829833701794
"10346",48.8348305556128,2.34897877327743
"10219",48.8348305556128,2.34965920953691
"10280",48.8348305556128,2.35033964579639
"10434",48.8348305556128,2.35102008205587
"10342",48.8348305556128,2.35170051831535
"10211",48.8348305556128,2.35238095457483
"10231",48.8348305556128,2.35306139083431
"10361",48.8348305556128,2.35374182709379
"10456",48.8348305556128,2.35442226335327
"10544",48.8348305556128,2.35510269961275
"10321",48.8348305556128,2.35578313587223
"10354",48.8348305556128,2.35646357213171
"10617",48.8348305556128,2.3571440083912
"10558",48.8348305556128,2.35782444465068
"10473",48.8348305556128,2.35850488091016
"10418",48.8348305556128,2.35918531716964
"10608",48.8348305556128,2.35986575342912
"10590",48.8348305556128,2.3605461896886
"10592",48.8348305556128,2.36122662594808
"10625",48.8348305556128,2.36190706220756
"10691",48.8352804444902,2.33332873930937
"10659",48.8352804444902,2.33400917556885
"10661",48.8352804444902,2.33468961182833
"10713",48.8352804444902,2.33537004808781
"10839",48.8352804444902,2.33605048434729
"10711",48.8352804444902,2.33673092060677
"10751",48.8352804444902,2.33741135686625
"10650",48.8352804444902,2.33809179312573
"10662",48.8352804444902,2.33877222938521
"10646",48.8352804444902,2.33945266564469
"10670",48.8352804444902,2.34013310190418
"10811",48.8352804444902,2.34081353816366
"10494",48.8352804444902,2.34421571946106
"10293",48.8352804444902,2.34489615572054
"10438",48.8352804444902,2.34557659198002
"10381",48.8352804444902,2.3462570282395
"10220",48.8352804444902,2.34693746449898
"10175",48.8352804444902,2.34761790075846
"10190",48.8352804444902,2.34829833701794
"10307",48.8352804444902,2.34897877327743
"10207",48.8352804444902,2.34965920953691
"10281",48.8352804444902,2.35033964579639
"10462",48.8352804444902,2.35102008205587
"10304",48.8352804444902,2.35170051831535
"10273",48.8352804444902,2.35238095457483
"10205",48.8352804444902,2.35306139083431
"10334",48.8352804444902,2.35374182709379
"10416",48.8352804444902,2.35442226335327
"10586",48.8352804444902,2.35510269961275
"10228",48.8352804444902,2.35578313587223
"10355",48.8352804444902,2.35646357213171
"10585",48.8352804444902,2.3571440083912
"10600",48.8352804444902,2.35782444465068
"10446",48.8352804444902,2.35850488091016
"10391",48.8352804444902,2.35918531716964
"10561",48.8352804444902,2.35986575342912
"10591",48.8352804444902,2.3605461896886
"10606",48.8352804444902,2.36122662594808
"10576",48.8352804444902,2.36190706220756
"10618",48.8352804444902,2.36258749846704
"10665",48.8357303333677,2.33264830304989
"10732",48.8357303333677,2.33332873930937
"10655",48.8357303333677,2.33400917556885
"10641",48.8357303333677,2.33468961182833
"10815",48.8357303333677,2.33537004808781
"10840",48.8357303333677,2.33605048434729
"10712",48.8357303333677,2.33673092060677
"10752",48.8357303333677,2.33741135686625
"10791",48.8357303333677,2.33809179312573
"10677",48.8357303333677,2.33877222938521
"10688",48.8357303333677,2.33945266564469
"10775",48.8357303333677,2.34013310190418
"10812",48.8357303333677,2.34081353816366
"10807",48.8357303333677,2.34149397442314
"10202",48.8357303333677,2.34217441068262
"10259",48.8357303333677,2.34353528320158
"10387",48.8357303333677,2.34421571946106
"10466",48.8357303333677,2.34489615572054
"10410",48.8357303333677,2.34557659198002
"10300",48.8357303333677,2.3462570282395
"10181",48.8357303333677,2.34693746449898
"10179",48.8357303333677,2.34761790075846
"10192",48.8357303333677,2.34829833701794
"10362",48.8357303333677,2.34897877327743
"10248",48.8357303333677,2.34965920953691
"10349",48.8357303333677,2.35033964579639
"10463",48.8357303333677,2.35102008205587
"10239",48.8357303333677,2.35170051831535
"10274",48.8357303333677,2.35238095457483
"10443",48.8357303333677,2.35306139083431
"10369",48.8357303333677,2.35374182709379
"10430",48.8357303333677,2.35442226335327
"10520",48.8357303333677,2.35510269961275
"10282",48.8357303333677,2.35578313587223
"10581",48.8357303333677,2.35646357213171
"10528",48.8357303333677,2.3571440083912
"10575",48.8357303333677,2.35782444465068
"10447",48.8357303333677,2.35850488091016
"10476",48.8357303333677,2.35918531716964
"10311",48.8357303333677,2.35986575342912
"10325",48.8357303333677,2.3605461896886
"10613",48.8357303333677,2.36122662594808
"10577",48.8357303333677,2.36190706220756
"10578",48.8357303333677,2.36258749846704
"10393",48.8357303333677,2.36326793472652
"10901",48.8361802222451,2.33196786679041
"10679",48.8361802222451,2.33264830304989
"10733",48.8361802222451,2.33332873930937
"10639",48.8361802222451,2.33400917556885
"10637",48.8361802222451,2.33468961182833
"10885",48.8361802222451,2.33537004808781
"10896",48.8361802222451,2.33605048434729
"10855",48.8361802222451,2.33673092060677
"10753",48.8361802222451,2.33741135686625
"10651",48.8361802222451,2.33809179312573
"10656",48.8361802222451,2.33877222938521
"10702",48.8361802222451,2.33945266564469
"10736",48.8361802222451,2.34013310190418
"10813",48.8361802222451,2.34081353816366
"10849",48.8361802222451,2.34149397442314
"10168",48.8361802222451,2.34217441068262
"10191",48.8361802222451,2.3428548469421
"10260",48.8361802222451,2.34353528320158
"10518",48.8361802222451,2.34421571946106
"10399",48.8361802222451,2.34489615572054
"10344",48.8361802222451,2.34557659198002
"10324",48.8361802222451,2.3462570282395
"10196",48.8361802222451,2.34693746449898
"10178",48.8361802222451,2.34761790075846
"10195",48.8361802222451,2.34829833701794
"10295",48.8361802222451,2.34897877327743
"10209",48.8361802222451,2.34965920953691
"10350",48.8361802222451,2.35033964579639
"10409",48.8361802222451,2.35102008205587
"10225",48.8361802222451,2.35170051831535
"10234",48.8361802222451,2.35238095457483
"10363",48.8361802222451,2.35306139083431
"10425",48.8361802222451,2.35374182709379
"10458",48.8361802222451,2.35442226335327
"10548",48.8361802222451,2.35510269961275
"10257",48.8361802222451,2.35578313587223
