"","x"
"1",0.0626893778069346
"2",1.60324966260733
"3",1.12311708761577
"4",0.746371663268402
"5",1.02148874845822
"6",0.965831385279689
"7",0.802939767536911
"8",1.2104142000608
"9",1.5367343671287
"10",1.38271079806987
"11",1.27957084855429
"12",1.42800018254652
"13",1.45071026205328
"14",2.52418648776889
"15",1.39246312216427
"16",1.59455485212425
"17",1.26681908487352
"18",2.27648676464616
"19",1.12458668569376
"20",1.76986261995355
"21",1.77221490963763
"22",1.83770987902461
"23",1.46591662184765
"24",1.48216978836288
"25",1.2977356640253
"26",0.716010275872317
"27",1.51782849407271
"28",1.64519694822724
"29",1.99945162576551
"30",1.06635656318131
"31",1.93008726584835
"32",1.69145816527804
"33",1.62247457968467
"34",2.21345937469028
"35",1.62257065245263
"36",2.06484275616417
"37",1.57301437696944
"38",1.50917552116102
"39",2.09129516847769
"40",1.66320181083605
"41",1.73557713993292
"42",1.89033772842081
"43",1.37241449351177
"44",1.33584619548758
"45",1.77128274568388
"46",1.24068826302508
"47",1.35949916681976
"48",1.36202926305104
"49",1.09817788252656
"50",1.65026420123329
"51",1.92126487470697
"52",1.45275222879226
"53",1.09887501811574
"54",2.21114587075009
"55",1.57738016009173
"56",0.732463260364396
"57",1.32762131212986
"58",1.08459891405797
"59",0.967425531169241
"60",1.23518071515597
"61",1.35447134397749
"62",1.00292945501741
"63",1.1167903624618
"64",0.9677560712628
"65",1.19915240948488
"66",1.35472504105112
"67",0.952242806652262
"68",1.77767784003123
"69",1.06926875375768
"70",1.26717199760005
"71",1.52803419723449
"72",0.43750774291984
"73",0.578220813850588
"74",0.542221946638904
"75",0.83626796014956
"76",0.959324500912127
"77",2.0172611763482
"78",1.24919629580822
"79",0.833762234027122
"80",0.879876895498628
"81",1.33975196778027
"82",1.16012165553962
"83",1.07491001684701
"84",1.3056452811258
"85",1.35260640894774
"86",1.29257296837652
"87",1.6589418757994
"88",1.45083678433962
"89",1.35809969554052
"90",1.08293516484956
"91",1.95295678997278
"92",1.30892557625577
"93",1.42746174468031
"94",1.04885305129824
"95",1.78808715521332
"96",1.31652671495952
"97",1.38426590122771
"98",1.25161692292033
"99",0.510155142126965
"100",0.734909341120022
"101",0.78726535028171
"102",0.895102958545262
"103",1.08297517809128
"104",0.740015866607204
"105",0.478894364824177
"106",1.15025849432053
"107",0.953203566193626
"108",0.997838437995477
"109",1.33065572806497
"110",0.533577984274746
"111",0.544166269302821
"112",1.09147786237285
"113",0.913356023112908
"114",0.427807142655006
"115",0.894943427598054
"116",0.939817465046193
"117",0.683031639796196
"118",1.17114915685679
"119",1.22951348830293
"120",1.03888849234047
"121",1.04237357299646
"122",0.252982021256049
"123",1.37554328183053
"124",0.861321814784259
