2.203,(1.748)
0.343,(0.250)

-3.978,(1.518)*
-11.829,(6.292)

-0.009,(0.009)

0.073
0.007,(0.001)***
3.750,(2.301)
1.918,(0.777)*
2.518,(2.678)
1.198,(0.856)
58.376,(11.746)***
0.579,(0.058)***
1.011,(0.145)***
1.355,(0.136)***

